Text,Value
Using all earpieces; left or right; this thing will not stay on my ear.,0
Great product and price.,9
Sounds good reasonably priced and effective; Its that simple !,9
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,5
what a disappointment,0
Very prompt service.,10
Excellent product for the price.,9
Very pleased with this headset.,9
don't waste your money and time.,0
I especially love the long battery life.,9
It's so stupid to have to keep buying new chargers; car chargers; cradles; headphones and car kits every time a new phone comes out.,1
Works great.,9
Plantronics Bluetooth Excelent Buy.,8
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,3
I'll be looking for a new earpiece.,1
I highly recommend this device to everyone!,9
Jawbone Era is awesome too!,9
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,1
After a year the battery went completely dead on my headset.,3
I have used several phone in two years; but this one is the best.,9
An Awesome New Look For Fall 2019!.,9
This is the first phone I've had that has been so cheaply made.,1
Att is not clear; sound is very distorted and you have to yell when you talk.,2
The plastic breaks really easy on this clip.,4
Price is good too.,7
Don't make the same mistake I did.,0
Oh and I forgot to also mention the weird color effect it has on your phone.,2
I'm using it with an iriver SPINN (with case) and it fits fine.,8
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,4
Overall; I am psyched to have a phone which has all my appointments and contacts in and gets great reception.,9
every thing on phone work perfectly; she like it.,10
Another note about this phone's appearance is that it really looks rather bland; especially in the all black model.,8
IT'S REALLY EASY.,8
My Sanyo has survived dozens of drops on blacktop without ill effect.,9
Fantastic earphones.,9
It finds my cell phone right away when I enter the car.,9
Low Quality.,1
I highly recommend this modest priced cellular phone.,9
But it does get better reception and clarity than any phone I've had before.,4
Warning - Stay away.,1
I wish I could return the unit and get back my money.,0
Awsome Device Works Great!!.,9
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,3
If you don't find it; too bad; as again the unit comes with one earpad only.I would not recommend this to anyone.,1
Very Displeased.,0
I might have gotten a defect; but I would not risk buying it again because of the built quality alone.,4
They made this case too small and is very difficult to install.,2
Restored my phone to like new performance.,9
I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q; go figure.,9
I searched the Internet; and found this one to be the best value.,7
Does not fit.,3
Very happy with this product.,9
The screen size is big; key pad lit well enough; and the camera quality is excellent for a camera phone.,9
There's really nothing bad I can say about this headset.,6
i'm glad i found this product on amazon it is hard to find; it wasn't high priced.,10
Portable and it works.,9
My colleague & I now get great reception.A little expensive; but performance is great.,8
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,1
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,2
Not good when wearing a hat or sunglasses.,5
Timely shipment and quality product.,9
Nice solid keyboard.,7
Very well made and fits my Surefire GX2 perfectly.,9
Horrible phone.,0
BT50 battery junk!.,0
We would recommend these to others.,9
Cant get the software to work with my computer.,4
Disappointed!.,1
poor voice clarity.,1
The battery works great!,9
No buyers remorse on this one!.,9
Very disappointed in AccessoryOne.,1
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
"Looks great and is strong.""",9
I have had TMobile service for 2 or 3 years now; and I am pretty happy with it.,8
The update procedure is difficult and cumbersome.,1
Disappointment.. I hate anything that goes in my ear.,0
Great software for Motorolas.,8
The delivery was on time.,9
Very easy to use.,9
Uncomfortable In the Ear; Don't use with LG VX9900 (EnV).,4
The volume switch rocketed out of the unit to a destination unknown.,2
It holds a charge for a long time; is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.,9
I'd like to return it.,0
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,9
Verizon's bills; however; are difficult to understand even though their pricing plans are simple.,4
After charging overnight; these batteries work great.,9
You won't regret it!,9
I love this phone!.,9
A Disappointment.,0
Its not user friendly.,3
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,1
Then I exchanged for the same phone; even that had the same problem.,2
This results in the phone being either stuck at max volume or mute.,4
This PDA rocks.,9
It is super charged up for use as a small hybrid palmtop/camera/cellphone; and excels in those roles.,9
I would definitely recommend the Jabra BT250v for those who are looking for comfort; clarity and a great price!,9
I had Verizon 2 years ago and really liked their service.,9
Pretty piece of junk.,0
Plug was the wrong size.,1
Works as described.,9
Save your money.... I've had this item for 11 months now.,9
Bad Purchase.,1
WELL IM SATISFIED.,8
The bose noise cancelling is amazing; which is very important for a NYC commuter.,9
This battery is an excellent bargain!,9
Defective crap.,0
I would have given no star if I was able.,0
I wear glasses and it fits fine with them.,8
The sound quality for the device is unacceptable.Unless you are in a really quiet area; you almost hear nothing.,4
I would not recommend this item to anyone.,0
The holster that arrived did not match the photo in the ad.,3
great...no problems at all!.,10
As an earlier review noted; plug in this charger and nothing happens.,3
This frog phone charm is adorable and very eye catching.,8
You never know if you pushed it hard enough or the right number of times for the function you want or not.,3
The sound is clear and the people I talk to on it are amazed at the quality too.,9
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,9
very good product; well made.,9
Mobile Phone Tools are a must have.,9
I am very impressed with the job that Motorola did on the sturdiness of this phone.,9
I received my orders well within the shipping timeframe; everything was in good working order and overall; I am very excited to have this source.,9
The phone is sturdy and waterproof.,9
I am not impressed with this and i would not recommend this item to anyone.,0
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),5
Thanks again to Amazon for having the things I need for a good price!,9
I ended up sliding it on the edge of my pants or back pockets instead.,4
I had to go to a store and bought a new NOKIA phone which is working great.,9
Works great!.,9
REALLY UGLY.,1
horrible; had to switch 3 times.,0
The noise shield is incrediable.,10
No real improvement.,1
Razr Battery - Good buy.,8
Keep up the good work Amazon!!,8
They refuse to refund or replace.,1
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,5
So I basically threw my money out the window for nothing.,0
Great case and price!,9
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,1
Bluetooth range is good - a few days ago I left my phone in the trunk; got a call; and carried the conversation without a hitch.,10
Small; sleek; impressive looking; practical setup with ample storage in place.,10
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,9
none of the new ones have ever quite worked properly.,1
I am glad I purchased it.,9
I've missed numerous calls because of this reason.,1
Perhaps my phone is defective; but people cannot hear me when I use this.,2
Don't buy this product.,1
sucked; most of the stuff does not work with my phone.,1
No shifting; no bubbling; no peeling; not even a scratch; NOTHING!I couldn't be more happier with my new one for the Droid.,10
Worst software ever used.... If I could give this zero stars I would.,0
Trying to make a call on these is an exercise in frustration.,1
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,2
I own a Jabra Earset and was very happy with it; but the sound quality; especially outgoing; on this is better.,6
I love the camera; it's really pretty good quality.,8
Thank you for such great service.,9
Its a total package.,9
The seller is very understanding and patient; I would definitely buy from them again.,9
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,1
It's AGGRAVATING!,1
Great product for the price!.,8
I have purchased these for both family and friends; and all enjoy their clarity and ease of use,9
Virgin Wireless rocks and so does this cheap little phone!,9
None of it works; just don't buy it.,0
Muddy; low quality sound; and the casing around the wire's insert was poorly super glued and slid off.,0
Please dont waste your money.,0
All in all; I'm quite satisfied with this purchase.,10
If you are looking for a good quality Motorola Headset keep looking; this isn't it.,1
Yet Plantronincs continues to use the same flawed charger design.,2
Disapointing Results.,1
Cumbersome design.,3
Great it was new packaged nice works good; no problems and it came in less time then I expected!!!!,10
Great Product.,9
It's A PIECE OF CRAP!,0
My experience was terrible..... This was my fourth bluetooth headset; and while it was much more comfortable than my last Jabra (which I HATED!!!,0
This fixes all the problems.,9
Worst ever.,1
I am very happy,8
I've had no trouble accessing the Internet; downloading ringtones or performing any of the functions.,9
"I can barely ever hear on it and am constantly saying ""what?""",1
The battery life is highly unacceptable.,2
That company is a joke.,2
It does everything the description said it would.,9
Due to this happening on every call I was forced to stop using this headset.,0
It works great with a car charger; especially if you cannot plug in two adapters at the same time.,9
Verizon tech support walked my through a few procedures; none of which worked and I ended up having to do a hard re-set; wiping out all my data.,0
Voice Quality; Signal Strength; Dropped Calls.,6
It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking; however; it's not.,10
Better than expected.,10
It feels poorly constructed; the menus are difficult to navigate; and the buttons are so recessed that it is difficult to push them.,1
Battery is holding up well.,9
Also difficult to put on.I'd recommend avoiding this product.,0
I only used it two days; and it wasn't always easy to hear with.,3
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,2
Sprint - terrible customer service.,1
Linked to my phone without effort.,9
THey are so cool!,8
Easy to use.,8
Better Than New.,9
What possesed me to get this junk; I have no idea...,0
Piece of trash.,0
A pretty good product.,9
This is a great phone!.,9
For the price on Amazon; it is an excellent product; which I would highly recommend.,10
Their Research and Development division obviously knows what they're doing.,9
The real killer is the volume; and of course it breaking.,3
Those phones are working just fine now.,7
I am more than happy with this product.,10
Poor Construction.,1
This is infuriating.,1
Overall; I would recommend this phone over the new Walkman.,10
Sprint charges for this service.,7
It is cheap; and it feel and look just as cheap.,5
It fits my ear well and is comfortable on.,9
It doesn't work in Europe or Asia.,3
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,9
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,9
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,9
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,1
the charger worked for about a week and then completely stopped charging my phone.,3
Poor product.,1
However I needed some better instructions.,5
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,1
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,9
Steer clear of this product and go with the genuine Palm replacementr pens; which come in a three-pack.,9
DO NOT BUY DO NOT BUYIT SUCKS,0
This is a great product..... sure beats using your fingers!.,9
Plus; I seriously do not believe it is worth its steep price point.,2
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,9
Very Dissapointing Performance.,1
Don't make the same mistake that I did and please don't buy this phone.,0
This phone might well be the worst I've ever had in any brand.,0
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,4
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,9
Don't bother - go to the store.,1
I posted more detailed comments under the grey or black phone; but i have the Fire Red and it's a great color!,9
I did not have any problem with this item and would order it again if needed.,10
You get what you pay for I guess.,10
Not only did the software do a great job of this; I could also make my own ringtones form my existing CDs without an internet connection.,10
im surprised this is a good quality car charger and there's not much reviews about it.,9
These are fabulous!,9
However; BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.,1
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,9
Disappointing accessory from a good manufacturer.,1
Performed awful -- muffled; tinny incoming sound and severe echo for those on the other end of the call.,0
Very wind-resistant.,8
Obviously they have a terrible customer service; so you get what you pay for.,1
They do not last forever; but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.,9
I contacted the company and they told me that; although the unit was still under warranty; if I couldn't produce my receipt I was out of luck.,0
Linksys should have some way to exchange a bad phone for a refurb unit or something!,1
Phone is sturdy as all nokia bar phones are.,9
Great phone.,9
When I placed my treo into the case; not only was it NOT snug; but there was A LOT of extra room on the sides.,1
I'm pleased.,8
Battery is terrible.,1
I found the product to be easy to set up and use.,9
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,2
Utter crap.. Sound quality is TERRIBLE.,0
The charger arrived within the promised timeframe; but it did not work.,3
No ear loop needed; it's tiny and the sound is great.,9
Finally; after three or four times the spring of the latch broke and I could not use it any longer on the visor.,2
The handsfree part works fine; but then the car tries to download the address book; and the Treo reboots.Overall; I still rate this device high.,7
Talk about USELESS customer service.,1
"It felt too light and ""tinny."".",6
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,2
I'm happy about this purchase- good quality and low price.,9
I love the look and feel of Samsung flipphones.,9
Its well-designed and very sharp -- the blue is a very nice color.,9
Does everything it should and more.,10
I could not recommend these more.,0
Nice Sound.,8
Looks good in the picture; but this case was a huge disappointment!!,0
Much less than the jawbone I was going to replace it with.,0
Setup went very smoothly.,9
its extremely slow and takes forever to do anything with it.,3
"A must study for anyone interested in the ""worst sins"" of industrial design.",3
The first thing that happened was that the tracking was off.,1
It is well made; easy to access the phone and has a handy; detachable belt clip.,9
Then I had to continue pairing it periodically since it somehow kept dropping.,4
Can't upload ringtones from a third party.,4
Bluetooth does not work; phone locks up; screens just flash up and now it just makes calls randomly while in my pocket locked.,1
Truly awful.,1
It works fine on my Motorola 325 cellphone; and a lot better than the worn-out battery did.,9
The volume for the ringer is REAL good (you have choices how loud).,9
And none of the tones is acceptable.,1
camera color balance is AWFUL.,1
This product is clearly not ready for prime time; I don't care how cool it looks; if you can't tell a call is coming in it's worthless.,0
I love the ringtones because they are so upbeat!,9
Chinese Forgeries Abound!.,1
Easy to pair with my Samsung Cell.,9
The instructions didn't explain that a microphone jack could be used.,4
i would advise to not purchase this item it never worked very well.,0
Too bad you have to pay up to $$$ a month for the service!,4
Works well.,7
The nokia CA-42 USB cable did not work with my phone.,4
Clear crisp sound.,9
I have to use the smallest earpieces provided; but it stays on pretty well.,7
The biggest complaint I have is; the battery drains superfast.,5
The design might be ergonomic in theory but I could not stand having these in my ear.,2
Do NOT buy if you want to use the holster.,5
The phone can also take great pictures and even video clips.,9
It doesn't make you look cool.,4
Because both ears are occupied; background is not distracting at all.,9
Comfortable fit - you need your headset to be comfortable for at least an hour at a time; if not for an entire day.,4
Also; the phone doesn't seem to accept anything except CBR mp3s; preferably ripped by Windows Media Player.,4
You can't beat the price on these.,7
* Comes with a strong light that you can use to light up your camera shots; and even flash SOS signals (seriously!,9
lightweight and works well.,9
So just beware.,2
I love this cable - it allows me to connect any mini-USB device to my PC.,9
So anyone near you will hear part of your conversation.,4
This is cool because most cases are just open there allowing the screen to get all scratched up.,9
I bought this phone as a replacement for my StarTac and have regretted it since.,1
Appears to actually outperform the original battery from China that came with my V325i.,9
Can't store anything but phone numbers to SIM.,2
It lasts less than 3o minutes; if I actually try to use the phone.My wife has the same phone with the same problem.,1
Poor quality.,1
"jabra ear gels ""R"" the best!.",9
Not worth it.,1
The phone crashed completely and now I have to get it replaced.,0
It quit working after I'd used it for about 18 months; so I just purchased another one because this is the best headset I've ever owned.,10
Unfortunately it will not recharge my iPhone 4s; despite connecting it from multiple power sources (iMac; external battery; wall outlet; etc).,4
It was a great phone.,9
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,4
Good value; works fine - power via USB; car; or wall outlet.,9
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,9
This is simply the BEST bluetooth headset for sound quality!,9
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,1
"In the span of an hour; I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
I have always used corded headsets and the freedom from the wireless is very helpful.,9
This case has passed the one year mark and while it shows signs of wear; it is 100% functional.,10
Other than that; the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.,9
It has everything I need and I couldn't ask for more.,10
After receiving and using the product for just 2 days it broke.,2
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,9
None of the three sizes they sent with the headset would stay in my ears.,4
T-Mobile has the best customer service anywhere.,9
Arrived quickly and much less expensive than others being sold.,9
We have tried 2 units and they both failed within 2 months.. Pros,1
Provides good protection and looks classy; too.,9
Krussel Always good.,9
The tracfonewebsite is user friendly and makes it easy toactivate; etc.,9
The design is very good.4.,8
I great reception all the time.,9
I would highly recommend this product.,10
Couldn't use the unit with sunglasses; not good in Texas!,4
It dit not work most of the time with my Nokia 5320.,2
Bought mainly for the charger; which broke soon after purchasing.,1
If you like a loud buzzing to override all your conversations; then this phone is for you!,1
Fantastic buy and will get again for whatever my next phone is,10
stay away from this store; be careful.,1
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,9
Does not fit.,1
